BEAT_OF_OCCURRENCE,DAMAGE_PER_BEAT,PRIM_CONTRIBUTORY_CAUSE,DAMAGE_PER_CAUSE,PERCENTAGE,,,
213,5031354.524,DISTRACTION - FROM OUTSIDE VEHICLE,62309.09893,1.23841599,,,
213,5031354.524,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,127858.4907,2.541233978
213,5031354.524,EXCEEDING SAFE SPEED FOR CONDITIONS,52922.16843,1.051847334,,,
213,5031354.524,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,55823.09705,1.109504345,,,
213,5031354.524,WEATHER,98009.95163,1.947983414,,,
213,5031354.524,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),7779.092882,0.154612299
214,2414370.143,EXCEEDING SAFE SPEED FOR CONDITIONS,8937.497036,0.37017924,,,
214,2414370.143,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),11878.40511,0.49198774,,,
214,2414370.143,WEATHER,34141.68094,1.414103013,,,
214,2414370.143,EXCEEDING AUTHORIZED SPEED LIMIT,46331.02153,1.918969287,,,
214,2414370.143,UNABLE TO DETERMINE,542792.9082,22.48176029,,,
214,2414370.143,IMPROPER LANE USAGE,59763.87384,2.475340163,,,
214,2414370.143,FOLLOWING TOO CLOSELY,179863.9239,7.449724492,,,
214,2414370.143,FAILING TO YIELD RIGHT-OF-WAY,244425.7011,10.12378743,,,
214,2414370.143,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,54633.15032,2.262832419
214,2414370.143,IMPROPER OVERTAKING/PASSING,163567.9673,6.774767647,,,
214,2414370.143,IMPROPER BACKING,59163.92579,2.450491113,,,
214,2414370.143,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,208259.3072,8.625823503,,,
214,2414370.143,IMPROPER TURNING/NO SIGNAL,156839.5041,6.496083649,,,
214,2414370.143,PHYSICAL CONDITION OF DRIVER,26936.38416,1.115669204,,,
214,2414370.143,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,2463.845887,0.10204922,,,
214,2414370.143,DISREGARDING TRAFFIC SIGNALS,123951.8512,5.133920808,,,
214,2414370.143,FAILING TO REDUCE SPEED TO AVOID CRASH,208525.1659,8.636835015,,,
214,2414370.143,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,9626.914186,0.398733981,
214,2414370.143,NOT APPLICABLE,90163.44966,3.73445016,,,
214,2414370.143,DRIVING ON WRONG SIDE/WRONG WAY,4250.088282,0.176033004,,,
214,2414370.143,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),0,0
214,2414370.143,ANIMAL,988.4657017,4.09E-02,,,
214,2414370.143,DISREGARDING STOP SIGN,95567.18529,3.958265702,,,
214,2414370.143,DISTRACTION - FROM INSIDE VEHICLE,23154.00285,0.959008001,,,
214,2414370.143,PASSING STOPPED SCHOOL BUS,3804.05899,0.157559064,,,
214,2414370.143,EQUIPMENT - VEHICLE CONDITION,54339.86468,2.250684918,,,
215,4433443.525,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,67979.46304,1.533333235,,,
215,4433443.525,IMPROPER BACKING,71796.06103,1.619419772,,,
215,4433443.525,EXCEEDING AUTHORIZED SPEED LIMIT,3837.554709,0.086559233,,,
215,4433443.525,FOLLOWING TOO CLOSELY,204824.9619,4.619997092,,,
215,4433443.525,FAILING TO YIELD RIGHT-OF-WAY,1035980.905,23.36740954,,,
215,4433443.525,IMPROPER LANE USAGE,71118.76206,1.604142731,,,
215,4433443.525,IMPROPER OVERTAKING/PASSING,139461.584,3.145671829,,,
215,4433443.525,DISREGARDING TRAFFIC SIGNALS,226468.8439,5.108192821,,,
215,4433443.525,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),0,0,,,
215,4433443.525,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,31749.84291,0.71614407
215,4433443.525,ROAD CONSTRUCTION/MAINTENANCE,1413.564118,0.031884112,,,
215,4433443.525,FAILING TO REDUCE SPEED TO AVOID CRASH,268945.3061,6.066284698,,,
215,4433443.525,DRIVING ON WRONG SIDE/WRONG WAY,15574.4386,0.351294395,,,
215,4433443.525,IMPROPER TURNING/NO SIGNAL,235850.2762,5.319798818,,,
215,4433443.525,NOT APPLICABLE,61554.78548,1.388419298,,,
215,4433443.525,PHYSICAL CONDITION OF DRIVER,5730.778099,0.129262459,,,
215,4433443.525,DISTRACTION - FROM INSIDE VEHICLE,78302.73307,1.766183163,,,
215,4433443.525,UNABLE TO DETERMINE,1188643.656,26.81084465,,,
215,4433443.525,WEATHER,30512.31474,0.688230595,,,
215,4433443.525,DISREGARDING STOP SIGN,528155.9364,11.9129957,,,
215,4433443.525,EQUIPMENT - VEHICLE CONDITION,101757.6262,2.295227754,,,
215,4433443.525,EXCEEDING SAFE SPEED FOR CONDITIONS,13268.8725,0.299290437,,,
215,4433443.525,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),50515.25807,1.139413591
221,2207177.391,EXCEEDING SAFE SPEED FOR CONDITIONS,62757.84409,2.843352978,,,
221,2207177.391,DISREGARDING STOP SIGN,119899.6639,5.432262235,,,
221,2207177.391,DISTRACTION - FROM INSIDE VEHICLE,33443.88596,1.515233261,,,
221,2207177.391,FOLLOWING TOO CLOSELY,276080.0393,12.50828503,,,
221,2207177.391,FAILING TO REDUCE SPEED TO AVOID CRASH,60533.41033,2.742571149,,,
221,2207177.391,NOT APPLICABLE,68043.67325,3.082836637,,,
221,2207177.391,IMPROPER OVERTAKING/PASSING,115978.5917,5.25461126,,,
221,2207177.391,PHYSICAL CONDITION OF DRIVER,3369.935595,0.152680777,,,
221,2207177.391,DISREGARDING TRAFFIC SIGNALS,58707.36519,2.659839007,,,
221,2207177.391,UNABLE TO DETERMINE,622120.1173,28.18623096,,,
221,2207177.391,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),16475.09933,0.746432951,,,
221,2207177.391,IMPROPER TURNING/NO SIGNAL,38723.09106,1.754416805,,,
221,2207177.391,WEATHER,6248.855985,0.283115259,,,
221,2207177.391,DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.),8540.29237,0.386932759,
221,2207177.391,EQUIPMENT - VEHICLE CONDITION,45019.78696,2.039699534,,,
221,2207177.391,EXCEEDING AUTHORIZED SPEED LIMIT,22004.73692,0.996962773,,,
221,2207177.391,IMPROPER LANE USAGE,15377.76204,0.696716182,,,
221,2207177.391,TEXTING,8500.97734,0.385151523,,,
221,2207177.391,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),4524.683157,0.204998618,,,
221,2207177.391,ROAD CONSTRUCTION/MAINTENANCE,1335.387442,0.060502044,,,
221,2207177.391,DISREGARDING OTHER TRAFFIC SIGNS,0,0,,,
221,2207177.391,FAILING TO YIELD RIGHT-OF-WAY,438416.7192,19.86322989,,,
221,2207177.391,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,66074.50792,2.993620186,,,
221,2207177.391,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,36176.41518,1.639035237
221,2207177.391,DISTRACTION - FROM OUTSIDE VEHICLE,1877.313243,8.51E-02,,,
221,2207177.391,IMPROPER BACKING,76947.23637,3.486228007,,,
2211,11234587.31,UNABLE TO DETERMINE,2480781.128,22.08164002,,,
2211,11234587.31,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),15912.16653,0.141635523,,,
2211,11234587.31,IMPROPER BACKING,340730.9837,3.032874945,,,
2211,11234587.31,ROAD CONSTRUCTION/MAINTENANCE,5827.078612,5.19E-02,,,
2211,11234587.31,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,323239.9029,2.877185373,,,
2211,11234587.31,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),57180.74894,0.508970622
2211,11234587.31,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,16663.9858,0.148327529,,,
2211,11234587.31,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),21253.81557,0.189181988,,,
2211,11234587.31,EXCEEDING AUTHORIZED SPEED LIMIT,79095.89478,0.704039166,,,
2211,11234587.31,EQUIPMENT - VEHICLE CONDITION,133862.4444,1.191520798,,,
2211,11234587.31,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,318995.24,2.839403274
2211,11234587.31,FAILING TO YIELD RIGHT-OF-WAY,1398290.866,12.44630378,,,
2211,11234587.31,DISREGARDING ROAD MARKINGS,29534.47362,0.262888816,,,
2211,11234587.31,DISTRACTION - FROM OUTSIDE VEHICLE,70837.27075,0.630528463,,,
2211,11234587.31,FOLLOWING TOO CLOSELY,2230733.883,19.85594861,,,
2211,11234587.31,ANIMAL,5828.229399,5.19E-02,,,
2211,11234587.31,DISREGARDING TRAFFIC SIGNALS,139259.1802,1.239557595,,,
2211,11234587.31,DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.),16606.46398,0.147815523,
2211,11234587.31,IMPROPER TURNING/NO SIGNAL,372380.1651,3.314586952,,,
2211,11234587.31,FAILING TO REDUCE SPEED TO AVOID CRASH,1141955.257,10.16463912,,,
2211,11234587.31,DRIVING ON WRONG SIDE/WRONG WAY,69162.64786,0.615622505,,,
2211,11234587.31,DISREGARDING STOP SIGN,26675.78159,0.23744336,,,
2211,11234587.31,IMPROPER LANE USAGE,395252.6061,3.518176459,,,
2211,11234587.31,TURNING RIGHT ON RED,23722.58179,0.211156682,,,
2211,11234587.31,NOT APPLICABLE,395639.8964,3.521623763,,,
2211,11234587.31,WEATHER,263653.67,2.346803337,,,
2211,11234587.31,CELL PHONE USE OTHER THAN TEXTING,117324.7667,1.044317548,,,
2211,11234587.31,IMPROPER OVERTAKING/PASSING,340417.7345,3.030086687,,,
2211,11234587.31,DISTRACTION - FROM INSIDE VEHICLE,202941.0676,1.806395393,,,
2211,11234587.31,EXCEEDING SAFE SPEED FOR CONDITIONS,153340.8827,1.364900004,,,
2211,11234587.31,PHYSICAL CONDITION OF DRIVER,47486.49871,0.422681291,,,
2212,8639752.386,DISTRACTION - FROM INSIDE VEHICLE,89214.21966,1.03260158,,,
2212,8639752.386,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),165669.2637,1.917523285
2212,8639752.386,DISREGARDING OTHER TRAFFIC SIGNS,62962.06591,0.7287485,,,
2212,8639752.386,NOT APPLICABLE,212848.549,2.463595477,,,
2212,8639752.386,ROAD CONSTRUCTION/MAINTENANCE,32836.3059,0.380060729,,,
2212,8639752.386,FOLLOWING TOO CLOSELY,1243948.366,14.39796316,,,
2212,8639752.386,IMPROPER OVERTAKING/PASSING,423975.154,4.907260475,,,
2212,8639752.386,CELL PHONE USE OTHER THAN TEXTING,4178.249083,4.84E-02,,,
2212,8639752.386,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,9406.402204,0.108873516,
2212,8639752.386,EXCEEDING AUTHORIZED SPEED LIMIT,98273.45962,1.1374569,,,
2212,8639752.386,IMPROPER LANE USAGE,269798.4367,3.122756587,,,
2212,8639752.386,IMPROPER BACKING,407775.8946,4.719763674,,,
2212,8639752.386,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),15289.16053,0.176962948,,,
2212,8639752.386,WEATHER,144817.2001,1.676173038,,,
2212,8639752.386,DISREGARDING STOP SIGN,28136.68276,0.325665384,,,
2212,8639752.386,DISTRACTION - FROM OUTSIDE VEHICLE,32715.20127,0.378659015,,,
2212,8639752.386,EQUIPMENT - VEHICLE CONDITION,131205.7213,1.518628259,,,
2212,8639752.386,DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.),44828.02119,0.518857708,
2212,8639752.386,DISREGARDING TRAFFIC SIGNALS,278615.9071,3.224813567,,,
2212,8639752.386,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,8103.253639,0.093790346,,,
2212,8639752.386,DRIVING ON WRONG SIDE/WRONG WAY,11435.1491,0.132355056,,,
2212,8639752.386,ANIMAL,6268.136522,7.25E-02,,,
2212,8639752.386,PHYSICAL CONDITION OF DRIVER,98943.60071,1.145213384,,,
2212,8639752.386,FAILING TO YIELD RIGHT-OF-WAY,1341351.191,15.52534298,,,
2212,8639752.386,EXCEEDING SAFE SPEED FOR CONDITIONS,16412.89528,0.18996951,,,
2212,8639752.386,IMPROPER TURNING/NO SIGNAL,285209.15,3.301126435,,,
2212,8639752.386,TEXTING,8113.571222,9.39E-02,,,
2212,8639752.386,UNABLE TO DETERMINE,2271500.195,26.291265,,,
2212,8639752.386,FAILING TO REDUCE SPEED TO AVOID CRASH,473529.0139,5.480816959,,,
2212,8639752.386,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,176708.1975,2.045292383,,,
2212,8639752.386,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,245683.7718,2.84364367
2213,7038066.105,NOT APPLICABLE,141204.5027,2.006296909,,,
2213,7038066.105,EQUIPMENT - VEHICLE CONDITION,53952.66996,0.766583734,,,
2213,7038066.105,IMPROPER TURNING/NO SIGNAL,139509.78,1.982217528,,,
2213,7038066.105,DISTRACTION - FROM OUTSIDE VEHICLE,87077.51075,1.237236329,,,
2213,7038066.105,FOLLOWING TOO CLOSELY,1184400.803,16.82849784,,,
2213,7038066.105,CELL PHONE USE OTHER THAN TEXTING,4553.586339,6.47E-02,,,
2213,7038066.105,FAILING TO REDUCE SPEED TO AVOID CRASH,508763.9886,7.228746946,,,
2213,7038066.105,ROAD CONSTRUCTION/MAINTENANCE,16900.74103,0.240133309,,,
2213,7038066.105,UNABLE TO DETERMINE,1819071.295,25.84618087,,,
2213,7038066.105,IMPROPER LANE USAGE,145598.429,2.068727785,,,
2213,7038066.105,IMPROPER BACKING,155418.7652,2.208259525,,,
2213,7038066.105,DISTRACTION - FROM INSIDE VEHICLE,76665.99626,1.089304862,,,
2213,7038066.105,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),22659.4777,0.321956023
2213,7038066.105,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),89735.75906,1.275005914,,,
2213,7038066.105,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,65798.15236,0.934889661
2213,7038066.105,DISREGARDING TRAFFIC SIGNALS,122816.9489,1.745038297,,,
2213,7038066.105,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,3681.838128,5.23E-02,,,
2213,7038066.105,PHYSICAL CONDITION OF DRIVER,139858.522,1.987172611,,,
2213,7038066.105,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,224432.723,3.188840793,,,
2213,7038066.105,IMPROPER OVERTAKING/PASSING,277692.0117,3.945572655,,,
2213,7038066.105,WEATHER,151110.5754,2.147046832,,,
2213,7038066.105,FAILING TO YIELD RIGHT-OF-WAY,1205874.551,17.13360649,,,
2213,7038066.105,DISREGARDING STOP SIGN,207909.3181,2.954068845,,,
2213,7038066.105,EXCEEDING AUTHORIZED SPEED LIMIT,68954.62646,0.979738261,,,
2213,7038066.105,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,7037.264111,1.00E-01,
2213,7038066.105,DRIVING ON WRONG SIDE/WRONG WAY,0,0,,,
2213,7038066.105,TEXTING,101440.8055,1.441316463,,,
2213,7038066.105,EXCEEDING SAFE SPEED FOR CONDITIONS,15945.46402,0.226560305,,,
222,5716990.521,FOLLOWING TOO CLOSELY,487793.0935,8.532340428,,,
222,5716990.521,DISREGARDING STOP SIGN,88172.77622,1.542293553,,,
222,5716990.521,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,67594.02375,1.182335767
222,5716990.521,DISTRACTION - FROM OUTSIDE VEHICLE,14352.27705,0.251046018,,,
222,5716990.521,EXCEEDING AUTHORIZED SPEED LIMIT,171115.041,2.993096462,,,
222,5716990.521,EQUIPMENT - VEHICLE CONDITION,12759.78691,0.223190626,,,
222,5716990.521,UNABLE TO DETERMINE,1677284.929,29.33859909,,,
222,5716990.521,IMPROPER TURNING/NO SIGNAL,338587.7747,5.922482703,,,
222,5716990.521,IMPROPER BACKING,398764.3358,6.975074287,,,
222,5716990.521,PHYSICAL CONDITION OF DRIVER,28737.59169,0.50266992,,,
222,5716990.521,DISREGARDING ROAD MARKINGS,28142.41879,0.492259322,,,
222,5716990.521,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),49945.51879,0.873633052
222,5716990.521,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,141717.6176,2.47888495,,,
222,5716990.521,DISREGARDING OTHER TRAFFIC SIGNS,14895.4161,0.260546454,,,
222,5716990.521,ROAD CONSTRUCTION/MAINTENANCE,1223.541897,2.14E-02,,,
222,5716990.521,IMPROPER OVERTAKING/PASSING,308377.2309,5.394048315,,,
222,5716990.521,EXCEEDING SAFE SPEED FOR CONDITIONS,51334.67962,0.897931865,,,
222,5716990.521,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),20895.74045,0.36550245,,,
222,5716990.521,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1332.987656,2.33E-02,,,
222,5716990.521,DISREGARDING TRAFFIC SIGNALS,63580.10596,1.11212544,,,
222,5716990.521,FAILING TO YIELD RIGHT-OF-WAY,611934.3452,10.7037845,,,
222,5716990.521,NOT APPLICABLE,143890.2008,2.516887168,,,
222,5716990.521,DISTRACTION - FROM INSIDE VEHICLE,3703.813479,6.48E-02,,,
222,5716990.521,IMPROPER LANE USAGE,323634.0994,5.660917194,,,
222,5716990.521,FAILING TO REDUCE SPEED TO AVOID CRASH,592966.0631,10.37199661,,,
222,5716990.521,WEATHER,57464.61562,1.005154992,,,
222,5716990.521,DRIVING ON WRONG SIDE/WRONG WAY,16790.49596,0.293694661,,,
2221,7447779.165,DISTRACTION - FROM INSIDE VEHICLE,76590.33108,1.028364689,,,
2221,7447779.165,EXCEEDING AUTHORIZED SPEED LIMIT,75702.43783,1.016443105,,,
2221,7447779.165,DISREGARDING TRAFFIC SIGNALS,198057.0362,2.659276434,,,
2221,7447779.165,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,522.203378,7.01E-03,,,
2221,7447779.165,IMPROPER LANE USAGE,327694.534,4.399895952,,,
2221,7447779.165,DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.),4572.480358,6.14E-02,
2221,7447779.165,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),38933.18558,0.522748926,,,
2221,7447779.165,EXCEEDING SAFE SPEED FOR CONDITIONS,226863.6711,3.046057974,,,
2221,7447779.165,DISREGARDING OTHER TRAFFIC SIGNS,27039.13637,0.363049652,,,
2221,7447779.165,IMPROPER TURNING/NO SIGNAL,230788.248,3.098752567,,,
2221,7447779.165,ANIMAL,6595.324587,8.86E-02,,,
2221,7447779.165,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),35536.84079,0.477146811
2221,7447779.165,PHYSICAL CONDITION OF DRIVER,66722.63651,0.895872918,,,
2221,7447779.165,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,206619.6401,2.774244987,,,
2221,7447779.165,ROAD CONSTRUCTION/MAINTENANCE,85243.87973,1.144554341,,,
2221,7447779.165,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,69854.42728,0.937922913
2221,7447779.165,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,0,0,
2221,7447779.165,IMPROPER OVERTAKING/PASSING,401438.1583,5.390038419,,,
2221,7447779.165,FAILING TO YIELD RIGHT-OF-WAY,1095319.4,14.70665786,,,
2221,7447779.165,FAILING TO REDUCE SPEED TO AVOID CRASH,396500.2799,5.323738408,,,
2221,7447779.165,DRIVING ON WRONG SIDE/WRONG WAY,64030.77313,0.859729749,,,
2221,7447779.165,NOT APPLICABLE,221836.0981,2.97855365,,,
2221,7447779.165,DISREGARDING STOP SIGN,62443.3743,0.838416029,,,
2221,7447779.165,WEATHER,114995.2611,1.544020822,,,
2221,7447779.165,UNABLE TO DETERMINE,2039664.599,27.3862121,,,
2221,7447779.165,FOLLOWING TOO CLOSELY,1057855.918,14.20364238,,,
2221,7447779.165,IMPROPER BACKING,253572.2745,3.404669619,,,
2221,7447779.165,CELL PHONE USE OTHER THAN TEXTING,15360.76582,0.206246258,,,
2221,7447779.165,DISTRACTION - FROM OUTSIDE VEHICLE,47426.2501,0.636783786,,,
2222,3985616.21,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,10266.40939,0.257586502
2222,3985616.21,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),32086.71364,0.805062804,,,
2222,3985616.21,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),0,0
2222,3985616.21,DISREGARDING STOP SIGN,176511.8716,4.428722241,,,
2222,3985616.21,IMPROPER BACKING,80270.45841,2.014003712,,,
2222,3985616.21,ROAD CONSTRUCTION/MAINTENANCE,9527.570502,0.23904887,,,
2222,3985616.21,NOT APPLICABLE,69538.54342,1.74473757,,,
2222,3985616.21,DISREGARDING OTHER TRAFFIC SIGNS,14836.7016,0.372256154,,,
2222,3985616.21,EXCEEDING SAFE SPEED FOR CONDITIONS,20707.9314,0.519566619,,,
2222,3985616.21,EXCEEDING AUTHORIZED SPEED LIMIT,17563.30157,0.440667155,,,
2222,3985616.21,IMPROPER TURNING/NO SIGNAL,249756.4289,6.266444528,,,
2222,3985616.21,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,120730.0492,3.029143871,,,
2222,3985616.21,WEATHER,64489.30015,1.61805093,,,
2222,3985616.21,PHYSICAL CONDITION OF DRIVER,9648.332431,0.242078813,,,
2222,3985616.21,FOLLOWING TOO CLOSELY,498859.6731,12.51650051,,,
2222,3985616.21,EQUIPMENT - VEHICLE CONDITION,17745.18567,0.445230668,,,
2222,3985616.21,UNABLE TO DETERMINE,924964.8559,23.20757461,,,
2222,3985616.21,FAILING TO YIELD RIGHT-OF-WAY,820723.4638,20.59213483,,,
2222,3985616.21,DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.),4533.003986,0.113734081,
2222,3985616.21,IMPROPER OVERTAKING/PASSING,168798.6692,4.235196272,,,
2222,3985616.21,FAILING TO REDUCE SPEED TO AVOID CRASH,301065.7615,7.553807132,,,
2222,3985616.21,IMPROPER LANE USAGE,123716.1391,3.104065533,,,
2222,3985616.21,DRIVING ON WRONG SIDE/WRONG WAY,30117.25533,0.755648656,,,
2222,3985616.21,DISTRACTION - FROM INSIDE VEHICLE,45444.82066,1.14022069,,,
2222,3985616.21,TURNING RIGHT ON RED,22831.08163,0.572836932,,,
2222,3985616.21,DISREGARDING TRAFFIC SIGNALS,150882.6884,3.785680318,,,
2223,8446059.331,ROAD CONSTRUCTION/MAINTENANCE,0,0,,,
2223,8446059.331,IMPROPER BACKING,198007.9699,2.344382891,,,
2223,8446059.331,FAILING TO YIELD RIGHT-OF-WAY,1349002.95,15.97198051,,,
2223,8446059.331,NOT APPLICABLE,165293.8144,1.957052489,,,
2223,8446059.331,ANIMAL,0,0,,,
2223,8446059.331,UNABLE TO DETERMINE,2172584.233,25.72305199,,,
2223,8446059.331,DRIVING ON WRONG SIDE/WRONG WAY,45632.97757,0.540287201,,,
2223,8446059.331,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),4505.602172,5.33E-02
2223,8446059.331,DISTRACTION - FROM OUTSIDE VEHICLE,21136.54878,0.250253378,,,
2223,8446059.331,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),70568.50193,0.835519846,,,
2223,8446059.331,DISREGARDING STOP SIGN,223067.9023,2.641088507,,,
2223,8446059.331,EQUIPMENT - VEHICLE CONDITION,26467.72772,0.313373689,,,
2223,8446059.331,IMPROPER LANE USAGE,279835.875,3.313212281,,,
2223,8446059.331,DISTRACTION - FROM INSIDE VEHICLE,66509.78949,0.787465336,,,
2223,8446059.331,PHYSICAL CONDITION OF DRIVER,26526.94755,0.314074843,,,
2223,8446059.331,EXCEEDING SAFE SPEED FOR CONDITIONS,85535.56686,1.012727516,,,
2223,8446059.331,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,103648.9135,1.227186661
2223,8446059.331,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,146116.5219,1.729996394,,,
2223,8446059.331,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,2678.303198,0.031710684,
2223,8446059.331,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),4205.445583,4.98E-02,,,
2223,8446059.331,DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.),7441.401374,8.81E-02,
2223,8446059.331,IMPROPER OVERTAKING/PASSING,401336.0683,4.751755257,,,
2223,8446059.331,IMPROPER TURNING/NO SIGNAL,370177.35,4.382840985,,,
2223,8446059.331,FAILING TO REDUCE SPEED TO AVOID CRASH,953896.1654,11.29397898,,,
2223,8446059.331,DISREGARDING TRAFFIC SIGNALS,311330.1328,3.686099287,,,
2223,8446059.331,FOLLOWING TOO CLOSELY,1045037.761,12.37308099,,,
2223,8446059.331,DISREGARDING ROAD MARKINGS,0,0,,,
2223,8446059.331,WEATHER,232287.5462,2.750247625,,,
2223,8446059.331,EXCEEDING AUTHORIZED SPEED LIMIT,127124.6071,1.505135142,,,
2223,8446059.331,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,6102.70761,7.23E-02,,,
223,2590671.458,PHYSICAL CONDITION OF DRIVER,1168.515712,4.51E-02,,,
223,2590671.458,FAILING TO YIELD RIGHT-OF-WAY,620625.1127,23.95614893,,,
223,2590671.458,IMPROPER LANE USAGE,164802.953,6.361399186,,,
223,2590671.458,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,53383.58954,2.06060824,,,
223,2590671.458,TURNING RIGHT ON RED,0,0,,,
223,2590671.458,FAILING TO REDUCE SPEED TO AVOID CRASH,123689.4692,4.774417414,,,
223,2590671.458,DRIVING ON WRONG SIDE/WRONG WAY,50980.07696,1.967832579,,,
223,2590671.458,IMPROPER BACKING,149958.1112,5.788387822,,,
223,2590671.458,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1813.911068,7.00E-02,,,
223,2590671.458,DISTRACTION - FROM OUTSIDE VEHICLE,17273.48478,0.666757058,,,
223,2590671.458,DISTRACTION - FROM INSIDE VEHICLE,75503.66394,2.91444381,,,
223,2590671.458,FOLLOWING TOO CLOSELY,132113.6213,5.099589948,,,
223,2590671.458,IMPROPER OVERTAKING/PASSING,160613.8609,6.199700095,,,
223,2590671.458,NOT APPLICABLE,47427.46577,1.830701675,,,
223,2590671.458,DISREGARDING STOP SIGN,0,0,,,
